lat,long,Company,Revenue_2021,Revenue_per_change_2021,Profits_in_millions_2021,Market_value_2021,Employees_2021,Revenue_2022,Revenue_per_change_2022,Profits_in_millions_2022,Market_value_2022,Employees_2022,Sector,City,State,Ceo_woman
29.7589382,-95.3676974,CenterPoint Energy,8835,-0.282,-773,12493.3,9541,8352,-5.5,1486,19285.8,9418,Energy,Houston,TX,no
39.1014537,-84.5124602,Fifth Third Bancorp,8402,-0.142,1427,26628.6,19872,8329,-0.9,2770,29511.3,19112,Financials,Cincinnati,OH,no
43.0349931,-87.922497,WEC Energy Group,7241.7,-0.037,1199.9,29521.5,7273,8316,14.8,1300.3,31483.5,6938,Energy,Milwaukee,WI,no
40.7127281,-74.0060152,S&P Global,7442,0.111,2339,85001.6,23000,8297,11.5,3024,142343.5,22850,Business Services,New York,NY,no
45.0151361,-93.574375,Polaris,7108.3,0.036,124.8,8179.3,15000,8252,16.1,493.9,6264.1,16000,Transportation,Medina,MN,no
37.7790262,-122.419906,Williams-Sonoma,6783.2,0.15,680.7,13653.8,16600,8245.9,21.6,1126.3,10376,16600,Retailing,San Francisco,CA,yes
42.6875323,-83.2341028,Autoliv,7447.4,-0.129,186.9,8112.8,64716,8230,10.5,435,6691.1,58176,Motor Vehicles & Parts,Auburn Hills,MI,no
42.0841936,-88.0131275,Arthur J. Gallagher,7003.6,-0.027,818.8,24353.4,32401,8209.4,17.2,906.8,36598.6,39000,Financials,Rolling Meadows,IL,no
41.8755616,-87.6244212,Motorola Solutions,7414,-0.06,949,31785.8,18000,8171,10.2,1245,40555.9,18700,Technology,Chicago,IL,no
47.6038321,-122.330062,Zillow Group,3339.8,0.218,-162.1,31310.9,5504,8147.4,143.9,-527.8,12287.1,8005,Technology,Seattle,WA,no
37.7790262,-122.419906,Opendoor Technologies,2583.1,-0.455,-286.8,12231.5,1048,8021,210.5,-662,5364.1,2816,Technology,San Francisco,CA,no
40.8436664,-81.7640212,J.M. Smucker,7801,-0.005,779.5,13865.9,7300,8002.7,2.6,876.3,14686.4,7100,"Food, Beverages & Tobacco",Orrville,OH,no
44.0206919,-88.5408574,Oshkosh,6856.8,-0.182,324.5,8114.5,14400,7952.5,16,409.4,6703.7,15000,Industrials,Oshkosh,WI,no
19.3740824,-81.4156729,MasTec,6321,-0.12,322.8,6953.4,18000,7951.8,25.8,328.8,6657,27000,Engineering & Construction,Coral Gables,FL,no
29.7589382,-95.3676974,APA,4308,-0.328,-4860,6765.6,2272,7928,84,973,14332.3,2253,Energy,Houston,TX,no
43.6166163,-116.200886,Boise Cascade,5474.8,0.179,175,2353.1,6040,7926.1,44.8,712.5,2740.4,6130,Wholesalers,Boise,ID,no
41.7936822,-88.0102281,Dover,6683.8,-0.063,683.5,19727.1,23000,7907.1,18.3,1123.8,22610.3,25000,Industrials,Downers Grove,IL,no
37.5385087,-77.43428,Genworth Financial,8658,-0.003,178,1679.2,3000,7882,-9,904,1917.9,2500,Financials,Richmond,VA,no
39.9622601,-83.0007065,Bath & Body Works,11846.9,-0.083,844.5,17247.5,57350,7881.5,-33.5,1333.5,11419.9,32850,Retailing,Columbus,OH,yes
38.9342888,-77.1776327,Booz Allen Hamilton Holding,7463.8,0.113,482.6,11089.5,27200,7858.9,5.3,609,11705.4,27700,Technology,McLean,VA,no
41.2381017,-85.8530544,Zimmer Biomet Holdings,7024.5,-0.12,-138.9,33347.3,20000,7836.2,11.6,401.6,26772.3,19500,Health Care,Warsaw,IN,no
40.4416941,-79.9900861,Westinghouse Air Brake Technologies,7556.1,-0.079,414.4,14953,27000,7822,3.5,558,17819.4,25000,Industrials,Pittsburgh,PA,no
40.8578772,-74.4259866,Zoetis,6675,0.066,1638,74829.2,11300,7776,16.5,2037,89008.9,12100,Health Care,Parsippany,NJ,yes
42.2586461,-87.8407055,Packaging Corp. of America,6658.2,-0.044,461,12775,15200,7730.3,16.1,841.1,14628.1,15200,Materials,Lake Forest,IL,no
32.7174202,-117.1627728,LPL Financial Holdings,5871.6,0.044,472.6,11358.6,4756,7720.8,31.5,459.9,14608.8,5919,Financials,San Diego,CA,no
39.2908816,-76.610759,T. Rowe Price,6206.7,0.105,2372.7,39031,7678,7671.9,23.6,3082.9,34442.6,7529,Financials,Baltimore,MD,no
42.1711365,-87.8445119,Fortune Brands Home & Security,6090.3,0.057,553.1,13264.2,27505,7656.1,25.7,772.4,9830.7,28056,Household Products,Deerfield,IL,no
41.7320796,-93.605092,Casey's General Stores,8112.3,-0.03,263.8,7987.6,27218,7654.2,-5.6,312.9,7354.4,27583,Retailing,Ankeny,IA,no
33.917028,-118.4156337,A-Mark Precious Metals,5461.1,0.142,30.5,360.2,218,7613,39.4,159.6,890.5,347,Wholesalers,El Segundo,CA,no
40.7127281,-74.0060152,Hess,4804,-0.262,-3093,21722.4,1621,7583,57.8,559,33155.2,1545,Energy,New York,NY,no
42.3554334,-71.060511,Vertex Pharmaceuticals,6205.7,0.491,2711.6,55862.8,3400,7574.4,22.1,2342.1,66436.9,3900,Health Care,Boston,MA,yes
41.4996574,-81.6936772,KeyCorp,7337,-0.046,1343,19182,16826,7561,3.1,2625,20592.5,16974,Financials,Cleveland,OH,no
42.2465036,-84.4016963,CMS Energy,6680,-0.024,755,17718.7,8493,7538,12.8,1353,20292.2,8813,Energy,Jackson,MI,no
33.4942189,-111.926018,Taylor Morrison Home,6129.3,0.287,243.4,3969.2,2700,7501.3,22.4,663,3301.6,3000,Engineering & Construction,Scottsdale,AZ,yes
39.1014537,-84.5124602,American Financial Group,7909,-0.04,732,9858.2,7300,7462,-5.7,1995,12367.8,6600,Financials,Cincinnati,OH,no
40.0908111,-75.3832484,UGI,6559,-0.104,532,8552.8,11300,7447,13.5,1467,7599.1,11300,Energy,King of Prussia,PA,no
38.9583737,-77.3579805,Science Applications International,7056,0.106,209,4853.8,26134,7394,4.8,277,5166.1,25090,Technology,Reston,VA,yes
40.0463001,-75.3595487,Avantor,6393.6,0.058,116.6,16631.4,12400,7386.1,15.5,572.6,20629.1,13500,Technology,Radnor,PA,no
36.0998131,-80.2440518,Hanesbrands,6664.4,-0.043,-75.6,6865,61000,7347.8,10.3,77.2,5191.4,58000,Apparel,Winston-Salem,NC,no
37.8044557,-122.271356,Clorox,6721,0.082,939,24262.6,8800,7341,9.2,710,17108.7,9000,Household Products,Oakland,CA,yes
29.7589382,-95.3676974,KBR,5767,0.023,-72,5407,29000,7339,27.3,18,7634.9,28000,Engineering & Construction,Houston,TX,no
41.4553232,-81.9179174,TravelCenters of America,4846,-0.208,-13.9,395.3,16374,7336.8,51.4,58.5,637.5,16540,Retailing,Westlake,OH,no
26.4381474,-81.8067537,Hertz Global Holdings,5258,-0.462,-1714,268.7,24000,7336,39.5,366,9508.9,23000,Retailing,Estero,FL,no
42.5464828,-71.1736669,Analog Devices,5603.1,-0.065,1220.8,57208,15900,7318.3,30.6,1390.4,86441.2,24700,Technology,Wilmington,MA,no
28.5421109,-81.3790304,Darden Restaurants,7806.9,-0.083,-52.4,18506.6,177895,7196.1,-7.8,629.3,16980.9,156883,"Hotels, Restaurants & Leisure",Orlando,FL,no
33.7489924,-84.3902644,Graphic Packaging Holding,6559.9,0.065,167.3,4862.4,18775,7156,9.1,204,6154.4,25000,Materials,Atlanta,GA,no
33.7489924,-84.3902644,NCR,6207,-0.102,-79,4943.2,36000,7156,15.3,97,5474.7,38000,Technology,Atlanta,GA,no
35.2272086,-80.8430827,Brighthouse Financial,8503,0.297,-1061,3866.5,1400,7142,-16,-108,3958.7,1500,Financials,Charlotte,NC,no
40.6022059,-75.4712794,PPL,7607,-0.021,1469,22177.5,12318,7127,-6.3,-1480,21001.9,5607,Energy,Allentown,PA,no
39.1014537,-84.5124602,Cintas,7085.1,0.028,876,35850.9,40000,7116.3,0.4,1111,43566.7,40000,Business Services,Cincinnati,OH,no
41.1175966,-73.4078968,Xerox Holdings,7022,-0.232,192,4821.3,24700,7038,0.2,-455,3123.3,23300,Technology,Norwalk,CT,no
43.0349931,-87.922497,Rockwell Automation,6329.8,-0.055,1023.4,30832.2,23500,6997.4,10.5,1358.1,32538.4,24500,Industrials,Milwaukee,WI,no
41.8239891,-71.4128343,Citizens Financial Group,7676,-0.048,1057,18768.4,17584,6986,-9,2319,19135.7,17463,Financials,Providence,RI,no
37.4332273,-121.8989248,KLA,5806.4,0.271,1216.8,50906.3,10600,6918.7,19.2,2078.3,55170.9,11425,Technology,Milpitas,CA,no
42.1900249,-87.9084039,Camping World Holdings,5446.6,0.113,122.3,3452.5,11427,6913.8,26.9,278.5,2664.6,12834,Retailing,Lincolnshire,IL,no
41.8505866,-87.8820048,Ingredion,5987,-0.036,348,6034.6,12000,6894,15.1,117,5814.2,12000,"Food, Beverages & Tobacco",Westchester,IL,no
33.7489924,-84.3902644,Veritiv,6345.6,-0.172,34.2,679.5,6400,6850.5,8,144.6,2008,6100,Wholesalers,Atlanta,GA,no
38.9695316,-77.3859479,Beacon Roofing Supply,6943.9,-0.023,-80.9,3631.4,7582,6820.4,-1.8,243,4175.9,6676,Wholesalers,Herndon,VA,no
31.9973662,-102.077948,Diamondback Energy,2813,-0.29,-4517,13288.7,732,6797,141.6,2182,24320,870,Energy,Midland,TX,no
29.7857853,-95.8243956,Academy Sports and Outdoors,5689.2,0.178,308.8,2459.2,16500,6773.1,19.1,671.4,3433.5,16508,Retailing,Katy,TX,no
37.3361663,-121.890591,Sanmina,6960.4,-0.155,139.7,2686.7,33500,6756.6,-2.9,269,2569,33500,Technology,San Jose,CA,no
33.4484367,-112.074141,ON Semiconductor,5255,-0.048,234.2,17138.4,32750,6739.8,28.3,1009.6,27078.7,31650,Technology,Phoenix,AZ,no
32.8295183,-96.9442177,Commercial Metals,5476.5,-0.06,279.5,3716.5,11297,6729.8,22.9,412.9,5056.7,11089,Materials,Irving,TX,yes
32.7762719,-96.7968559,EnLink Midstream,3893.8,-0.357,-421.5,2102.3,1069,6685.9,71.7,22.4,4670.6,1073,Energy,Dallas,TX,no
30.0798826,-95.4172549,Southwestern Energy,2308,-0.24,-3112,3136.2,900,6667,188.9,-25,7989.7,938,Energy,Spring,TX,no
37.4863239,-122.232523,Equinix,5998.5,0.078,369.8,60679.1,10013,6635.5,10.6,500.2,67280.5,10944,Financials,Redwood City,CA,no
33.5206824,-86.8024326,Regions Financial,6655,-0.015,1094,19847.5,19406,6605,-0.8,2521,20860.9,19626,Financials,Birmingham,AL,no
38.2542376,-85.759407,Yum Brands,5652,0.01,904,32460,38000,6584,16.5,1575,34252.9,25650,"Hotels, Restaurants & Leisure",Louisville,KY,no
30.3321838,-81.655651,Landstar System,4136.4,0.011,192.1,6339.7,1320,6540.4,58.1,381.5,5600,1399,Transportation,Jacksonville,FL,no
42.1711365,-87.8445119,CF Industries Holdings,4124.1,-0.102,317,9732.1,3038,6538.3,58.5,917.1,21551.3,3003,Chemicals,Deerfield,IL,no
41.8755616,-87.6244212,Northern Trust,6301.1,-0.086,1209.3,21854.2,20900,6488.3,3,1545.3,24215.1,21100,Financials,Chicago,IL,no
37.4519671,-122.177992,Robert Half International,5109,-0.159,306.3,8831.7,13000,6461.4,26.5,598.6,12638.1,14600,Business Services,Menlo Park,CA,no
41.878711,-71.3825558,Hasbro,5465.4,0.158,222.5,13202.2,6822,6420.4,17.5,428.7,11383.6,6640,Household Products,Pawtucket,RI,no
27.3365805,-82.5308545,Roper Technologies,5527.1,0.03,949.7,42326.3,18400,6415.8,16.1,1152.6,49868.8,19300,Technology,Sarasota,FL,no
37.5385087,-77.43428,ARKO,3409.4,-0.06,13.2,1236.8,10380,6412.6,88.1,59.2,1133.9,11236,Retailing,Richmond,VA,no
38.6280278,-90.1910154,Ameren,5794,-0.02,871,20780.2,9183,6394,10.4,990,24198.7,9116,Energy,St. Louis,MO,no
41.5571178,-83.6279321,O-I Glass,6091,-0.09,249,2327.1,25000,6357,4.4,149,2058,24000,Materials,Perrysburg,OH,no
39.7459468,-75.546589,Chemours,4969,-0.101,219,4610.6,6500,6345,27.7,608,5015,6400,Chemicals,Wilmington,DE,no
29.7589382,-95.3676974,Crown Castle International,5840,0.013,1056,74392.4,4900,6340,8.6,1096,79937.3,5000,Financials,Houston,TX,no
37.3541132,-121.955174,Agilent Technologies,5339,0.034,719,38739.2,16400,6319,18.4,1210,39714,17000,Technology,Santa Clara,CA,no
39.4922608,-76.6589528,McCormick,5601.3,0.047,747.4,23808.9,13000,6317.9,12.8,755.3,26754,14000,"Food, Beverages & Tobacco",Hunt Valley,MD,no
33.8915985,-118.3951241,Skechers U.S.A.,4613.4,-0.12,98.6,6579.6,8800,6310.2,36.8,741.5,6360.4,8950,Apparel,Manhattan Beach,CA,no
25.7741728,-80.19362,Watsco,5054.9,0.06,269.6,10068.2,5800,6280.2,24.2,418.9,11842.6,6875,Wholesalers,Miami,FL,no
34.0696501,-118.3963062,Live Nation Entertainment,1861.2,-0.839,-1724.5,18457.7,8200,6268.4,236.8,-650.9,26425,16200,Media,Beverly Hills,CA,no
40.7127281,-74.0060152,ABM Industries,5987.6,-0.079,0.3,3422.2,114000,6228.6,4,126.3,3078.7,124000,Business Services,New York,NY,no
38.6280278,-90.1910154,Post Holdings,5698.7,0.003,0.8,6804.9,10200,6226.7,9.3,166.7,4284.4,10735,"Food, Beverages & Tobacco",St. Louis,MO,no
40.7127281,-74.0060152,Moody's,5371,0.112,1778,55884.8,11490,6218,15.8,2214,62548.1,13460,Business Services,New York,NY,no
40.2101972,-77.0047276,Select Medical Holdings,5531.7,0.014,259,4598,42350,6204.5,12.2,402.2,3208.6,43200,Health Care,Mechanicsburg,PA,no
47.6038321,-122.330062,Alaska Air Group,3566,-0.594,-1324,8608.9,20677,6176,73.2,478,7314.3,21691,Transportation,Seattle,WA,no
39.9622601,-83.0007065,Big Lots,6199.2,0.165,629.2,2394.3,23900,6150.6,-0.8,177.8,988.1,23350,Retailing,Columbus,OH,no
33.4255117,-111.9400164,Amkor Technology,5050.6,0.246,338.1,5769.6,29050,6138.3,21.5,643,5313,30400,Technology,Tempe,AZ,no
39.4922608,-76.6589528,Sinclair Broadcast Group,5943,0.402,-2414,2167,11600,6134,3.2,-414,2008.1,11500,Media,Hunt Valley,MD,no
41.1383878,-81.8637474,RPM International,5507,-0.01,304.4,11949.9,14621,6106.3,10.9,502.6,10560.8,15490,Chemicals,Medina,OH,no
42.8867166,-78.8783922,M&T Bank,6281.2,-0.095,1353.2,19502.2,17046,6105.8,-2.8,1858.7,21875,17342,Financials,Buffalo,NY,no
33.4484367,-112.074141,Sprouts Farmers Market,6468.8,0.148,287.5,3139.9,33000,6099.9,-5.7,244.2,3546.8,31000,Food & Drug Stores,Phoenix,AZ,no
39.9622601,-83.0007065,Huntington Bancshares,5238,-0.074,817,16071.9,15578,6080,16.1,1295,21123.4,18442,Financials,Columbus,OH,no
38.9583737,-77.3579805,CACI International,5720,0.147,321.5,6223.5,22900,6044.1,5.7,457.4,7051.2,22000,Technology,Reston,VA,no
40.7455316,-73.9484995,JetBlue Airways,2957,-0.635,-1354,6440.4,18485,6037,104.2,-182,4786.9,17459,Transportation,Long Island City,NY,no
37.3541132,-121.955174,SVB Financial Group,4081.8,0.156,1208.4,26602.6,4461,6027,47.7,1833,32901,6567,Financials,Santa Clara,CA,no
44.0500054,-91.6392294,Fastenal,5647.3,0.059,859.1,28877.9,20365,6010.9,6.4,925,34187.9,18370,Wholesalers,Winona,MN,no
32.9337381,-97.0788754,GameStop,5089.8,-0.213,-215.3,13275.2,22000,6010.7,18.1,-381.3,12716.6,22500,Retailing,Grapevine,TX,no
33.4484367,-112.074141,Knight-Swift Transportation Holdings,4673.9,-0.035,410,7966.1,22800,5998,28.3,743.4,8386,27650,Transportation,Phoenix,AZ,no
37.7790262,-122.419906,Airbnb,3378.2,-0.297,-4584.7,114349.2,5597,5991.8,77.4,-352,110419.9,6132,Technology,San Francisco,CA,no
44.9497487,-93.0931028,Patterson,5490,-0.015,-588.4,3087.5,7800,5912.1,7.7,156,3160,7800,Health Care,St. Paul,MN,no
37.3541132,-121.955174,ServiceNow,4519.5,0.306,118.5,98071.6,13096,5896,30.5,230,111378,16881,Technology,Santa Clara,CA,no
40.7127281,-74.0060152,Nasdaq,5627,0.32,933,24300.8,4830,5886,4.6,1187,29298.2,5814,Financials,New York,NY,yes
42.2333571,-87.9259058,Brunswick,4347.5,-0.046,372.7,7436.2,14382,5846.2,34.5,593.3,6197.3,18582,Transportation,Mettawa,IL,no
33.4942189,-111.926018,Resideo Technologies,5071,0.017,37,4043.7,14700,5846,15.3,242,3455.8,13300,Materials,Scottsdale,AZ,no
32.7174202,-117.1627728,Petco Health and Wellness,4920.2,0.11,-26.5,6692.4,27081,5807.1,18,164.4,5930.2,28495,Retailing,San Diego,CA,no
41.8755616,-87.6244212,Kemper,5205.7,0.033,409.9,5229.2,9500,5793,11.3,-120.5,3606,10300,Financials,Chicago,IL,no
38.9342888,-77.1776327,Hilton Worldwide Holdings,4307,-0.544,-715,33568.3,141000,5788,34.4,410,42356.6,142000,"Hotels, Restaurants & Leisure",McLean,VA,no
39.1432057,-94.5733988,Cerner,5505.8,-0.033,780.1,22016.4,26400,5764.8,4.7,555.6,27492.2,25150,Health Care,North Kansas City,MO,no
37.7790262,-122.419906,Levi Strauss,4452.6,-0.227,-127.1,9559.8,14800,5763.9,29.5,553.5,7874.7,16600,Apparel,San Francisco,CA,no
40.7127281,-74.0060152,Tapestry,4961.4,-0.177,-652.1,11449.7,14850,5746.3,15.8,834.2,9807.2,14250,Apparel,New York,NY,yes
37.3361663,-121.890591,NetApp,5412,-0.119,819,16176.4,10800,5744,6.1,730,18470.5,11000,Technology,San Jose,CA,no
34.0536909,-118.242766,KB Home,4183.2,-0.081,296.2,4268,1776,5724.9,36.9,564.7,2858.1,2244,Engineering & Construction,Los Angeles,CA,no
35.4729886,-97.5170536,Continental Resources,2586.5,-0.442,-596.9,9447.6,1201,5719.3,121.1,1661,22342.4,1254,Energy,Oklahoma City,OK,no
37.3688301,-122.036349,Intuitive Surgical,4358.4,-0.027,1060.6,87474.3,8081,5710.1,31,1704.6,108361.9,9793,Health Care,Sunnyvale,CA,no
39.2908816,-76.610759,Under Armour,4474.7,-0.15,-549.2,9161.9,11800,5683.5,27,360.1,7712.4,12300,Apparel,Baltimore,MD,no
46.808327,-100.783739,MDU Resources Group,5532.8,0.037,390.2,6359.8,12994,5680.7,2.7,378.1,5419.3,12826,Energy,Bismarck,ND,no
41.0534302,-73.5387341,Silgan Holdings,4921.9,0.096,308.7,4625.7,15610,5677.1,15.3,359.1,5104.3,15720,Materials,Stamford,CT,no
41.8755616,-87.6244212,Ryerson Holding,3466.6,-0.23,-65.8,649.5,3900,5675.3,63.7,294.3,1344.6,4000,Materials,Chicago,IL,no
35.4992614,-80.8485218,Ingersoll Rand,4910.2,1.003,-33.3,20607.4,15900,5655.2,15.2,562.5,20541.2,16000,Industrials,Davidson,NC,no
42.3459271,-71.5522874,Hologic,3776.4,0.121,1115.2,19164.9,5814,5632.3,49.1,1871.5,19305.1,6705,Health Care,Marlborough,MA,no
37.4863239,-122.232523,Electronic Arts,5537,0.119,3039,38935.9,9800,5629,1.7,837,35577.4,11000,Media,Redwood City,CA,no
42.1900249,-87.9084039,Zebra Technologies,4448,-0.008,504,25941.3,8800,5627,26.5,837,21959.1,9800,Industrials,Lincolnshire,IL,no
40.7127281,-74.0060152,Coty,6737.9,-0.221,-1006.7,6908.8,18260,5616.2,-16.6,-201.3,7540.6,11430,Household Products,New York,NY,yes
44.5126379,-88.0125794,Schneider National,4552.8,-0.041,211.7,4461,15225,5608.7,23.2,405.4,4551.6,17050,Transportation,Green Bay,WI,no
34.3740431,-80.0734005,Sonoco Products,5237.4,-0.025,207.5,6367.8,20000,5590.4,6.7,-85.5,6099.1,20500,Materials,Hartsville,SC,no
39.100105,-94.5781416,Evergy,4913.4,-0.046,618.3,13512.9,5133,5586.7,13.7,879.7,15512.7,4930,Energy,Kansas City,MO,no
35.7882893,-78.7812081,Cornerstone Building Brands,4617.4,-0.056,-482.8,1757.4,20230,5583.1,20.9,665.9,3088.7,21700,Materials,Cary,NC,yes
35.2272086,-80.8430827,Coca-Cola Consolidated,5007.4,0.037,172.5,2706.9,14900,5562.7,11.1,189.6,4657.3,15050,"Food, Beverages & Tobacco",Charlotte,NC,no
40.2986724,-83.067965,Greif,4515,-0.017,108.8,2771.7,16000,5556.1,23.1,390.7,3134,16000,Materials,Delaware,OH,no
33.5206824,-86.8024326,Vulcan Materials,4856.8,-0.015,584.5,22387,8847,5552.2,14.3,670.8,24412.7,11912,Materials,Birmingham,AL,no
40.0448306,-75.4388053,Ametek,4540,-0.12,872.4,29480.1,16500,5546.5,22.2,990.1,30787.3,18500,Technology,Berwyn,PA,no
33.8752945,-117.5664449,Monster Beverage,4598.6,0.095,1409.6,48108,3340,5541.4,20.5,1377.5,42295.8,3775,"Food, Beverages & Tobacco",Corona,CA,no
35.2272086,-80.8430827,Sealed Air,4903.2,0.023,502.9,7098.4,16500,5533.8,12.9,506.8,9920.7,16500,Materials,Charlotte,NC,no
29.7589382,-95.3676974,NOV,6090,-0.282,-2542,5326.3,27631,5524,-9.3,-250,7700.2,27043,Energy,Houston,TX,no
36.1672559,-115.148516,Las Vegas Sands,3612,-0.737,-1685,46412.4,46000,5505,52.4,-961,29696.4,44600,"Hotels, Restaurants & Leisure",Las Vegas,NV,no
35.7803977,-78.6390989,Martin Marietta Materials,4729.9,-0.002,721,20917.1,8700,5493.2,16.1,702.5,24015.1,10000,Materials,Raleigh,NC,no
29.7589382,-95.3676974,Marathon Oil,3086,-0.405,-1451,8427.3,1672,5467,77.2,946,18349.5,1531,Energy,Houston,TX,no
33.917028,-118.4156337,Mattel,4583.7,0.018,126.6,6935.5,32100,5457.7,19.1,903,7823.3,36300,Household Products,El Segundo,CA,no
33.3062031,-111.8411851,Microchip Technology,5274.2,-0.014,570.6,41794.8,18000,5438.4,3.1,349.4,41777.1,19500,Technology,Chandler,AZ,no
43.0349931,-87.922497,Harley-Davidson,4054.4,-0.244,1.3,6147.9,5150,5336.3,31.6,650,6062.9,5800,Transportation,Milwaukee,WI,no
41.8755616,-87.6244212,Telephone & Data Systems,5225,0.009,226,2625.8,9200,5329,2,156,2163.4,8800,Telecommunications,Chicago,IL,no
26.3586885,-80.0830984,ADT,5314.8,0.037,-632.2,6893.6,20500,5307.1,-0.1,-340.8,6843,25000,Business Services,Boca Raton,FL,no
37.7790262,-122.419906,First Republic Bank,4506.9,0.084,1064.2,29390,5483,5305,17.7,1478,29113.6,6295,Financials,San Francisco,CA,no
40.7127281,-74.0060152,Warner Music Group,4463,-0.003,-475,17657.7,5500,5301,18.8,304,19485.7,5900,Media,New York,NY,no
30.4753525,-90.1010474,Pool,3936.6,0.23,366.7,13863.5,4750,5295.6,34.5,650.6,16967.1,5650,Wholesalers,Covington,LA,no
35.8831786,-80.081817,Old Dominion Freight Line,4015.1,-0.023,672.7,28112.9,19779,5256.3,30.9,1034.4,34307.5,23663,Transportation,Thomasville,NC,no
47.9793437,-122.2127011,Fortive,4634.4,-0.367,1613.3,23881.5,17000,5254.7,13.4,608.4,21877.9,18000,Industrials,Everett,WA,no
39.7392364,-104.984862,MDC Holdings,3901.2,0.185,367.6,4160.3,1773,5254.7,34.7,573.7,2692.7,2080,Engineering & Construction,Denver,CO,no
36.1563122,-95.9927516,NGL Energy Partners,19770.9,-0.179,-397,263.5,1400,5243.2,-73.5,-639.8,288.6,997,Energy,Tulsa,OK,no
33.6856969,-117.8259819,Edwards Lifesciences,4386.3,0.009,823.4,52027.1,14900,5232.5,19.3,1503.1,73141.4,15700,Health Care,Irvine,CA,no
42.2625621,-71.8018877,Hanover Insurance Group,4827.3,-0.014,358.7,4709.8,4300,5227.8,8.3,418.7,5317.9,4400,Financials,Worcester,MA,no
35.824341,-78.8300321,Syneos Health,4415.8,-0.056,192.8,7905.1,24386,5213,18.1,234.8,8436.7,27443,Health Care,Morrisville,NC,yes
38.8950368,-77.0365427,Xylem,4876,-0.071,254,18932.7,16150,5195,6.5,427,15354.7,16700,Industrials,Washington,DC,no
40.2688105,-74.8006895,Church & Dwight,4895.8,0.123,785.9,21408.4,5100,5190.1,6,827.5,24119.1,5100,Household Products,Ewing,NJ,no
42.3315509,-83.0466403,American Axle & Manufacturing,4710.8,-0.279,-561.3,1100.4,20000,5156.6,9.5,5.9,888.3,18000,Motor Vehicles & Parts,Detroit,MI,no
33.4942189,-111.926018,Meritage Homes,4501.2,0.228,423.5,3448.1,1570,5141.3,14.2,737.4,2907.3,1773,Engineering & Construction,Scottsdale,AZ,no
37.6624312,-121.8746789,Workday,4318,0.19,-282.4,60368.5,12500,5138.8,19,29.4,60583.4,15200,Technology,Pleasanton,CA,no
29.7028266,-98.1257348,Rush Enterprises,4735.9,-0.185,114.9,2685.6,6307,5126.1,8.2,241.4,2788.5,7141,Retailing,New Braunfels,TX,no
36.1622767,-86.7742984,Yellow,4513.7,-0.073,-53.5,449.9,30000,5121.8,13.5,-109.1,360.3,32000,Transportation,Nashville,TN,no
33.5206824,-86.8024326,Encompass Health,4644.4,0.009,284.2,8129.9,35536,5121.6,10.3,412.2,7071.1,35681,Health Care,Birmingham,AL,no
39.7683331,-86.1583502,Simon Property Group,4607.5,-0.199,1112.6,37338.1,2850,5116.8,11.1,2249.6,43197.8,2850,Financials,Indianapolis,IN,no
33.1976496,-96.6154471,Globe Life,4737.9,0.046,731.8,11203.5,3261,5112.9,7.9,745,9977.3,3222,Financials,McKinney,TX,no
33.6856969,-117.8259819,Skyworks Solutions,3355.7,-0.006,814.8,30290.4,10000,5109.1,52.3,1498.3,21547.5,10945,Technology,Irvine,CA,no
37.7790262,-122.419906,Twitter,3716.3,0.074,-1135.6,50786.4,5500,5077.5,36.6,-221.4,30976.8,7500,Technology,San Francisco,CA,no
37.1765141,-94.3103412,Leggett & Platt,4280.2,-0.099,247.6,6070.9,20400,5072.6,18.5,402.4,4659,20300,Household Products,Carthage,MO,no
39.7392364,-104.984862,Western Union,4835,-0.086,744.3,10133.3,11000,5070.8,4.9,805.8,7374.7,10500,Business Services,Denver,CO,no
42.3756401,-71.2358004,PerkinElmer,3782.7,0.312,727.9,14376.4,14000,5067.2,34,943.2,22009.4,16700,Health Care,Waltham,MA,no
41.8525984,-72.6437022,SS&C Technologies Holdings,4667.9,0.008,625.2,18005.2,24600,5051,8.2,800,19235.1,24900,Technology,Windsor,CT,no
39.9527237,-75.1635262,FMC,4642.1,-0.004,551.5,14325,6400,5045.2,8.7,736.5,16563.8,6400,Chemicals,Philadelphia,PA,no
33.4942189,-111.926018,Carlisle,4245.2,-0.118,320.1,8670,12500,5030,18.5,421.7,12804.5,11250,Materials,Scottsdale,AZ,no
40.4416941,-79.9900861,American Eagle Outfitters,3759.1,-0.127,-209.3,4874.3,21750,5010.8,33.3,419.6,2836.6,24000,Retailing,Pittsburgh,PA,no
39.9622601,-83.0007065,Vertiv Holdings,4370.6,-0.014,-183.6,7028.8,20972,4998.1,14.4,119.6,5263.9,24000,Industrials,Columbus,OH,no
40.7706572,-73.7176312,Broadridge Financial Solutions,4529,0.038,462.5,17728.8,12000,4993.7,10.3,547.5,18182.7,13704,Business Services,Lake Success,NY,no
35.6176544,-82.3205791,Ingles Markets,4610.6,0.097,178.6,1245.3,18765,4987.9,8.2,249.7,1691.4,18460,Food & Drug Stores,Black Mountain,NC,no
30.0497077,-95.1846301,Insperity,4287,-0.006,138.2,3199.9,3600,4973.1,16,124.1,3849.8,3600,Business Services,Kingwood,TX,no
40.4416941,-79.9900861,Howmet Aerospace,5259,-0.629,261,13932,19700,4972,-5.5,258,15055.4,19900,Aerospace & Defense,Pittsburgh,PA,no
